ID,Gender,Ever_Married,Graduated,Profession,Spending_Score,Family_Size,Var_1,Segmentation,Age_outlier,Family_Size_outlier,Work_Experience_outlier,Age_Bin,Work_Experience_Bin
461739,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,0-2
465320,0,1,1,Lawyer,Average,2,Cat_6,B,False,False,False,50-64,0-2
463707,0,0,0,Artist,Low,1,Cat_5,B,False,False,False,35-49,
465436,0,0,1,Healthcare,Low,3,Cat_5,B,False,False,False,18-34,
465078,1,1,1,Executive,High,4,Cat_6,B,False,False,False,35-49,
460568,0,1,1,Homemaker,High,2,Cat_3,C,False,False,False,18-34,
466445,0,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
465373,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,3-5
465467,1,0,0,Healthcare,Low,3,Cat_6,C,False,False,False,18-34,0-2
465153,1,1,1,Artist,Average,2,Cat_6,A,False,False,False,18-34,0-2
466502,1,0,0,Healthcare,Low,5,Cat_3,D,False,False,False,18-34,0-2
460819,0,1,0,Marketing,High,5,Cat_4,D,False,False,False,18-34,
464993,1,1,0,Executive,High,4,Cat_6,C,False,False,False,50-64,3-5
463103,1,1,0,Executive,Average,4,Cat_6,B,False,False,False,35-49,0-2
466302,0,1,0,Homemaker,High,3,Cat_6,B,False,False,False,35-49,0-2
466521,1,1,1,Marketing,Average,3,Cat_3,A,False,False,False,18-34,0-2
460240,1,1,1,Artist,Low,1,Cat_6,C,False,False,False,35-49,0-2
459188,1,0,0,Healthcare,Low,3,Cat_6,C,False,False,False,18-34,0-2
465411,0,1,1,Engineer,Low,1,Cat_5,D,False,False,False,35-49,
465595,0,0,0,Engineer,Low,3,Cat_4,C,False,False,False,35-49,
466021,1,0,0,Lawyer,Low,1,Cat_6,A,False,False,False,65+,0-2
461831,1,0,1,Doctor,Low,3,Cat_6,C,False,False,False,18-34,
462556,1,1,1,Entertainment,Average,7,Cat_5,C,False,False,False,50-64,
461626,1,1,1,Executive,High,2,Cat_6,C,False,False,False,65+,
463337,0,1,0,Entertainment,Low,2,Cat_3,A,False,False,False,18-34,0-2
467615,0,1,1,Doctor,Low,2,Cat_6,A,False,False,False,35-49,
463597,0,0,0,Engineer,Low,6,Cat_6,C,False,False,False,18-34,
463784,0,0,0,Engineer,Low,5,Cat_4,A,False,False,False,18-34,
459513,0,0,1,Healthcare,Low,2,Cat_6,C,False,False,False,18-34,0-2
465804,0,1,0,Engineer,Low,1,Cat_4,A,False,False,False,65+,
465103,1,1,1,Lawyer,High,2,Cat_6,A,False,False,False,65+,0-2
464007,1,1,1,Artist,Low,3,Cat_6,B,False,False,False,35-49,
461359,1,1,1,Healthcare,Low,4,Cat_7,D,False,False,False,18-34,0-2
465014,1,1,0,Lawyer,Low,1,Cat_6,A,False,False,False,65+,0-2
464083,1,1,0,Lawyer,High,2,Cat_6,C,False,False,False,50-64,
464552,0,1,1,Artist,Average,3,Cat_4,C,False,False,False,35-49,0-2
460218,1,1,1,Entertainment,Low,1,Cat_6,D,False,False,False,50-64,0-2
467171,0,0,1,Doctor,Low,2,Cat_6,C,False,False,False,18-34,0-2
464809,1,1,1,Entertainment,Average,5,Cat_4,B,False,False,False,35-49,0-2
463008,1,0,0,Entertainment,Low,2,Cat_6,A,False,False,False,50-64,0-2
464023,1,0,0,Healthcare,Low,5,Cat_7,D,False,False,False,18-34,
467929,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,0-2
461049,0,1,1,Doctor,Low,7,Cat_7,B,False,False,False,50-64,
465049,0,1,0,Engineer,Low,2,Cat_6,A,False,False,False,35-49,3-5
460751,0,0,0,Artist,Low,3,Cat_6,D,False,False,False,18-34,0-2
461690,0,0,1,Engineer,Low,1,Cat_4,A,False,False,False,18-34,
464084,1,0,0,Healthcare,Low,5,Cat_4,D,False,False,False,18-34,0-2
465644,1,0,1,Healthcare,Low,5,Cat_6,C,False,False,False,18-34,
462700,1,1,1,Artist,Average,4,Cat_6,B,False,False,False,35-49,
464247,1,1,0,Engineer,Low,1,Cat_6,A,False,False,False,50-64,
459465,0,1,1,Entertainment,Low,5,Cat_6,B,False,False,False,18-34,0-2
463894,0,1,1,Artist,Average,3,Cat_2,C,False,False,False,50-64,
466089,1,0,0,Entertainment,Low,3,Cat_6,B,False,False,False,50-64,
459355,0,1,0,Homemaker,Low,1,Cat_6,A,False,False,False,65+,0-2
463609,1,1,0,Artist,Average,2,Cat_5,A,False,False,False,18-34,
466260,1,1,1,Entertainment,Average,2,Cat_6,B,False,False,False,35-49,
464283,1,0,1,Artist,Low,2,Cat_6,A,False,False,False,35-49,3-5
465646,0,0,1,Artist,Low,2,Cat_6,B,False,False,False,35-49,3-5
461103,0,0,0,Engineer,Low,5,Cat_3,D,False,False,False,18-34,0-2
462661,0,1,1,Artist,High,3,Cat_6,C,False,False,False,50-64,0-2
462983,0,1,1,Lawyer,High,2,Cat_6,A,False,False,False,65+,0-2
463231,1,1,1,Artist,Average,3,Cat_6,A,False,False,False,35-49,0-2
465863,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,3-5
463557,1,0,1,Doctor,Low,3,Cat_6,A,False,False,False,18-34,0-2
467636,1,1,1,Doctor,Average,2,Cat_6,C,False,False,False,35-49,0-2
463539,1,1,1,Artist,Average,2,Cat_4,B,False,False,False,50-64,0-2
459633,1,0,0,Healthcare,Low,2,Cat_6,D,False,False,False,18-34,0-2
462304,1,1,1,Artist,Low,4,Cat_4,B,False,False,False,50-64,0-2
466988,0,0,1,Lawyer,Low,2,Cat_6,B,False,False,False,65+,
467467,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,
464871,0,0,1,Entertainment,Low,3,Cat_4,B,False,False,False,18-34,3-5
462258,1,0,0,Doctor,Low,4,Cat_6,D,False,False,False,18-34,0-2
467813,1,1,1,Entertainment,Low,2,Cat_4,A,False,False,False,35-49,
459068,0,0,1,Healthcare,Low,2,Cat_6,A,False,False,False,18-34,0-2
462701,1,1,0,Entertainment,Average,4,Cat_6,B,False,False,False,50-64,
466536,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,18-34,3-5
465668,1,0,0,Healthcare,Low,5,Cat_4,D,False,False,False,18-34,
462234,1,1,0,Artist,Average,6,Cat_4,D,False,False,False,18-34,0-2
466820,0,1,0,Lawyer,High,2,Cat_6,A,False,False,False,65+,0-2
465326,1,1,1,Artist,Low,1,Cat_6,A,False,False,False,65+,0-2
464130,1,0,1,Artist,Low,3,Cat_6,A,False,False,False,35-49,0-2
463832,0,0,0,Marketing,Low,2,Cat_6,D,False,False,False,18-34,0-2
462735,0,1,0,Artist,Average,2,Cat_1,B,False,False,False,18-34,
464412,1,1,0,Lawyer,Low,2,Cat_6,D,False,False,False,65+,0-2
464468,1,1,1,Artist,Low,3,Cat_6,C,False,False,False,35-49,0-2
463422,1,1,0,Executive,High,4,Cat_6,B,False,False,False,35-49,0-2
459498,0,1,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,0-2
460173,0,1,1,Artist,Low,3,Cat_6,C,False,False,False,35-49,0-2
467213,0,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,0-2
461804,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,
466649,1,0,0,Healthcare,Low,3,Cat_3,D,False,False,False,18-34,0-2
460533,0,1,0,Artist,Low,1,Cat_6,A,False,False,False,35-49,3-5
466329,0,1,1,Doctor,Low,1,Cat_3,A,False,False,False,35-49,0-2
461892,0,0,1,Healthcare,Low,1,Cat_2,D,False,False,False,18-34,
463656,1,1,1,Doctor,Low,3,Cat_6,A,False,False,False,50-64,
462850,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
460603,0,0,1,Entertainment,Low,3,Cat_3,A,False,False,False,18-34,
460707,1,1,0,Artist,Average,3,Cat_6,C,False,False,False,35-49,0-2
467588,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,50-64,
462552,1,0,1,Artist,Low,2,Cat_6,A,False,False,False,18-34,0-2
466048,1,0,0,Entertainment,Low,1,Cat_4,A,False,False,False,18-34,0-2
467845,1,1,1,Entertainment,Low,2,Cat_6,C,False,False,False,50-64,0-2
459810,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
461267,0,0,1,Healthcare,Low,1,Cat_4,D,False,False,False,18-34,0-2
466572,0,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,
464092,0,1,1,Artist,Average,5,Cat_6,C,False,False,False,50-64,
467025,0,0,0,Engineer,Low,3,Cat_6,D,False,False,False,18-34,0-2
466110,1,1,1,Lawyer,Low,1,Cat_6,A,False,False,False,65+,
462353,0,1,1,Doctor,Average,2,Cat_6,C,False,False,False,50-64,0-2
459904,0,1,1,Artist,Low,4,Cat_6,C,False,False,False,35-49,3-5
462011,1,1,0,Marketing,Low,4,Cat_4,D,False,False,False,18-34,0-2
462367,1,1,1,Artist,Average,3,Cat_6,B,False,False,False,50-64,0-2
460220,0,0,1,Entertainment,Low,2,Cat_2,D,False,False,False,35-49,0-2
461429,1,1,1,Doctor,Average,4,Cat_6,C,False,False,False,35-49,0-2
462668,0,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,0-2
467339,1,1,1,Artist,Average,3,Cat_6,B,False,False,False,50-64,0-2
461699,1,0,1,Doctor,Low,1,Cat_6,D,False,False,False,18-34,
464885,0,0,0,Engineer,Low,2,Cat_4,A,False,False,False,18-34,0-2
460989,1,0,0,Healthcare,Low,3,Cat_1,D,False,False,False,18-34,0-2
462156,0,1,1,Artist,Average,2,Cat_3,C,False,False,False,35-49,3-5
461182,1,0,0,Healthcare,Low,2,Cat_3,D,False,False,False,,0-2
460507,1,0,0,Doctor,Low,4,Cat_3,D,False,False,False,18-34,0-2
462875,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
461708,1,1,0,Lawyer,High,2,Cat_6,B,False,False,False,65+,
459766,0,0,1,Engineer,Low,1,Cat_6,A,False,False,False,35-49,0-2
462137,1,0,1,Doctor,Low,1,Cat_6,A,False,False,False,18-34,0-2
459630,1,1,1,Lawyer,Average,2,Cat_6,A,False,False,False,65+,0-2
462699,0,1,1,Lawyer,High,4,Cat_2,B,False,False,False,50-64,0-2
465628,1,1,1,Artist,Low,2,Cat_2,A,False,False,False,35-49,0-2
462987,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,0-2
463492,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
462321,0,0,1,Engineer,Low,1,Cat_6,A,False,False,False,35-49,3-5
460511,0,0,0,Doctor,Low,4,Cat_3,D,False,False,False,18-34,
459225,0,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,
467894,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,50-64,
465076,1,1,1,Artist,High,5,Cat_6,C,False,False,False,65+,
467573,1,1,1,Artist,Average,4,Cat_6,B,False,False,False,35-49,3-5
465266,1,1,1,Entertainment,Average,5,Cat_4,B,False,False,False,35-49,
462215,0,0,0,Marketing,Low,3,Cat_4,D,False,False,False,18-34,0-2
466279,0,0,0,Healthcare,Low,4,Cat_3,A,False,False,False,18-34,0-2
467131,1,1,1,Artist,Low,2,Cat_6,B,False,False,False,35-49,
459456,0,0,0,Lawyer,Low,1,Cat_6,D,False,False,False,50-64,0-2
460225,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,0-2
463825,0,1,1,Artist,Average,3,Cat_6,B,False,False,False,35-49,0-2
462597,1,1,0,Healthcare,Low,4,Cat_4,A,False,False,False,18-34,0-2
466360,1,0,0,Healthcare,Low,3,Cat_4,B,False,False,False,18-34,
465542,0,1,0,Doctor,Average,5,Cat_3,A,False,False,False,50-64,0-2
465848,0,0,1,Healthcare,Low,1,Cat_7,D,False,False,False,18-34,
459043,0,1,0,Engineer,Low,1,Cat_7,A,False,False,False,35-49,0-2
459795,1,0,1,Artist,Low,1,Cat_6,A,False,False,False,50-64,
464954,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,18-34,0-2
459713,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,,0-2
464834,1,1,0,Executive,Low,4,Cat_4,D,False,False,False,50-64,0-2
464032,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
459307,1,1,1,Entertainment,Low,1,Cat_6,B,False,False,False,50-64,
465611,1,0,1,Doctor,Low,1,Cat_6,C,False,False,False,50-64,
466322,1,0,0,Doctor,Low,3,Cat_3,B,False,False,False,18-34,
461548,0,0,1,Engineer,Low,3,Cat_6,A,False,False,False,18-34,0-2
461870,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,
466966,1,1,1,Entertainment,Average,2,Cat_6,C,False,False,False,50-64,0-2
459207,0,1,1,Doctor,Average,4,Cat_6,B,False,False,False,50-64,
459317,1,1,1,Executive,High,4,Cat_6,C,False,False,False,50-64,0-2
464362,0,1,1,Artist,Low,1,Cat_6,C,False,False,False,50-64,0-2
465683,0,0,0,Entertainment,Low,2,Cat_4,A,False,False,False,35-49,0-2
462253,1,1,1,Engineer,Low,2,Cat_4,A,False,False,False,50-64,
459421,1,1,0,Healthcare,Average,4,Cat_6,A,False,False,False,18-34,
459987,1,1,1,Healthcare,High,2,Cat_6,D,False,False,False,50-64,0-2
460036,1,1,1,Lawyer,Low,1,Cat_6,D,False,False,False,35-49,0-2
461168,0,1,0,Engineer,Average,2,Cat_3,A,False,False,False,18-34,3-5
459247,1,1,1,Executive,Average,5,Cat_6,C,False,False,False,50-64,
460770,0,0,1,Healthcare,Low,3,Cat_3,A,False,False,False,18-34,3-5
467013,1,1,1,Executive,High,2,Cat_6,C,False,False,False,65+,
462702,1,1,0,Entertainment,Average,4,Cat_4,A,False,False,False,50-64,0-2
465431,1,1,0,Artist,Low,2,Cat_6,B,False,False,False,18-34,
466386,1,1,1,Executive,Low,2,Cat_4,B,False,False,False,50-64,0-2
467221,0,0,0,Doctor,Low,4,Cat_6,C,False,False,False,18-34,0-2
464057,1,0,1,Marketing,Low,5,Cat_6,B,False,False,False,18-34,
467217,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,0-2
462186,0,0,0,Doctor,Low,3,Cat_1,D,False,False,False,18-34,
463432,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,
466753,0,1,1,Artist,Average,2,Cat_3,C,False,False,False,65+,0-2
465123,0,0,1,Healthcare,Low,3,Cat_6,A,False,False,False,18-34,0-2
462582,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,18-34,
461466,1,1,0,Artist,Low,2,Cat_7,A,False,False,False,35-49,
459676,0,0,1,Artist,Low,2,Cat_6,A,False,False,False,18-34,0-2
464380,0,1,1,Artist,Average,6,Cat_6,C,False,False,False,35-49,3-5
466846,1,0,0,Healthcare,Low,4,Cat_2,D,False,False,False,,0-2
465184,0,1,0,Engineer,Average,5,Cat_6,C,False,False,False,35-49,0-2
459481,1,1,0,Lawyer,Low,2,Cat_6,A,False,False,False,35-49,
467263,0,0,0,Marketing,Low,1,Cat_4,D,False,False,False,18-34,0-2
465136,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,
464253,0,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,0-2
466411,1,1,1,Artist,Average,3,Cat_3,B,False,False,False,50-64,0-2
467704,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,50-64,0-2
465303,0,1,1,Artist,Average,3,Cat_2,C,False,False,False,65+,0-2
467703,1,0,1,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,0-2
465493,0,0,0,Artist,Low,3,Cat_4,A,False,False,False,18-34,
461322,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,
461706,1,0,1,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,
463629,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,0-2
465140,1,1,1,Executive,High,3,Cat_7,B,False,False,False,35-49,3-5
459308,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,
459582,1,1,0,Entertainment,Average,3,Cat_6,A,False,False,False,18-34,0-2
460859,1,1,1,Entertainment,Low,4,Cat_6,D,False,False,False,35-49,0-2
461915,1,1,0,Artist,Average,2,Cat_2,B,False,False,False,50-64,0-2
466358,0,0,0,Engineer,Low,4,Cat_6,A,False,False,False,18-34,
459708,0,0,1,Engineer,Low,1,Cat_6,A,False,False,False,35-49,0-2
459179,1,1,0,Entertainment,Average,3,Cat_6,B,False,False,False,50-64,
462654,1,1,0,Artist,Average,6,Cat_4,A,False,False,False,35-49,0-2
466256,0,1,1,Engineer,Low,1,Cat_6,B,False,False,False,50-64,0-2
465649,0,1,1,Marketing,Low,1,Cat_6,A,False,False,False,35-49,3-5
467333,0,1,1,Artist,Average,6,Cat_2,C,False,False,False,50-64,0-2
465652,0,1,0,Marketing,Low,2,Cat_2,D,False,False,False,18-34,
460360,0,1,1,Artist,Low,1,Cat_4,A,False,False,False,35-49,0-2
464472,0,0,1,Artist,Low,3,Cat_6,C,False,False,False,18-34,
467422,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,50-64,
463116,1,1,1,Artist,High,2,Cat_6,B,False,False,False,50-64,0-2
460177,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,0-2
467810,1,1,1,Artist,Average,5,Cat_6,C,False,False,False,35-49,
465063,0,1,1,Lawyer,High,2,Cat_6,C,False,False,False,65+,0-2
462690,1,1,1,Engineer,Average,4,Cat_6,B,False,False,False,35-49,0-2
467752,1,1,0,Executive,Average,3,Cat_4,A,False,False,False,18-34,0-2
466430,0,1,0,Engineer,Low,4,Cat_6,A,False,False,False,50-64,
465713,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,50-64,
462555,1,1,1,Artist,Average,2,Cat_4,C,False,False,False,35-49,0-2
459668,1,1,0,Artist,Average,3,Cat_6,B,False,False,False,18-34,3-5
461615,1,0,1,Doctor,Low,2,Cat_6,D,False,False,False,18-34,0-2
461532,1,1,1,Entertainment,Low,1,Cat_6,A,False,False,False,35-49,0-2
459175,0,1,1,Artist,Average,2,Cat_6,C,False,False,False,65+,0-2
463739,0,1,0,Marketing,Low,3,Cat_6,B,False,False,False,35-49,
464339,1,0,0,Artist,Low,2,Cat_6,D,False,False,False,18-34,
465074,1,0,1,Artist,Low,4,Cat_6,A,False,False,False,18-34,0-2
465282,0,0,1,Artist,Low,3,Cat_6,A,False,False,False,35-49,
460488,1,0,0,Doctor,Low,1,Cat_3,D,False,False,False,35-49,
464554,0,0,1,Artist,Low,7,Cat_2,C,False,False,False,18-34,
462073,0,0,1,Artist,Low,1,Cat_6,C,False,False,False,35-49,3-5
459901,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,35-49,
460858,1,0,0,Healthcare,Low,4,Cat_3,D,False,False,False,18-34,0-2
461895,1,1,1,Entertainment,Low,2,Cat_6,B,False,False,False,35-49,0-2
467308,0,0,1,Doctor,Low,3,Cat_3,C,False,False,False,18-34,
467584,1,1,0,Doctor,Average,4,Cat_6,B,False,False,False,50-64,0-2
466444,1,1,1,Doctor,Average,4,Cat_3,C,False,False,False,35-49,0-2
462622,1,1,0,Executive,Low,4,Cat_4,D,False,False,False,35-49,
460100,0,0,1,Doctor,Low,1,Cat_3,A,False,False,False,18-34,0-2
466591,0,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,
462849,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,
463235,0,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
466410,0,1,1,Artist,Low,1,Cat_6,B,False,False,False,50-64,
461564,1,1,1,Executive,High,2,Cat_6,C,False,False,False,50-64,0-2
463219,1,1,0,Entertainment,Low,2,Cat_6,D,False,False,False,35-49,
461425,1,1,1,Artist,Low,4,Cat_6,A,False,False,False,50-64,0-2
460951,0,1,0,Engineer,Average,7,Cat_6,A,False,False,False,50-64,0-2
462262,1,0,0,Healthcare,Low,3,Cat_4,B,False,False,False,18-34,0-2
467126,0,1,1,Artist,Low,1,Cat_3,B,False,False,False,35-49,
462488,1,0,1,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,
461640,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,50-64,0-2
465504,1,0,1,Entertainment,Low,2,Cat_6,B,False,False,False,35-49,
460902,1,0,1,Executive,Low,3,Cat_6,A,False,False,False,35-49,0-2
459657,1,1,1,Lawyer,High,2,Cat_6,B,False,False,False,65+,0-2
465054,1,1,1,Executive,High,3,Cat_6,C,False,False,False,65+,0-2
464000,0,0,0,Healthcare,Low,5,Cat_7,C,False,False,False,18-34,
462468,0,0,1,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,0-2
465245,1,0,0,Healthcare,Low,4,Cat_4,D,False,False,False,,0-2
463716,1,0,0,Doctor,Low,4,Cat_6,D,False,False,False,18-34,0-2
463769,1,1,0,Executive,High,4,Cat_6,B,False,False,False,50-64,
464907,1,1,1,Engineer,Average,2,Cat_4,B,False,False,False,50-64,
460523,0,0,1,Entertainment,Low,2,Cat_4,C,False,False,False,35-49,0-2
462327,1,1,1,Entertainment,Low,4,Cat_7,D,False,False,False,18-34,
463882,0,1,1,Artist,Low,1,Cat_1,A,False,False,False,35-49,0-2
464446,0,1,1,Engineer,Low,2,Cat_6,B,False,False,False,35-49,
462282,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,18-34,0-2
467167,1,1,1,Artist,Average,2,Cat_3,C,False,False,False,65+,0-2
461434,0,1,1,Executive,High,3,Cat_7,C,False,False,False,18-34,3-5
465404,0,1,1,Entertainment,Average,2,Cat_1,A,False,False,False,18-34,
462337,0,1,1,Lawyer,High,2,Cat_4,B,False,False,False,65+,0-2
461921,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,
463763,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,35-49,3-5
464876,0,1,0,Engineer,Average,5,Cat_4,A,False,False,False,35-49,0-2
463850,1,1,0,Entertainment,High,2,Cat_6,D,False,False,False,18-34,
460946,1,0,0,Artist,Low,1,Cat_6,D,False,False,False,65+,
464329,1,1,0,Lawyer,Low,2,Cat_6,D,False,False,False,65+,0-2
467209,0,0,1,Healthcare,Low,1,Cat_6,D,False,False,False,18-34,0-2
461897,1,1,1,Doctor,Average,2,Cat_6,C,False,False,False,50-64,
462920,1,1,0,Executive,High,5,Cat_6,B,False,False,False,35-49,
460994,1,1,1,Lawyer,Low,5,Cat_6,A,False,False,False,65+,
462868,1,1,0,Entertainment,Average,4,Cat_4,A,False,False,False,35-49,
459964,1,0,1,Marketing,Low,1,Cat_6,A,False,False,False,35-49,0-2
462663,1,1,0,Entertainment,Average,5,Cat_4,B,False,False,False,35-49,3-5
464116,0,1,1,Marketing,Low,2,Cat_6,C,False,False,False,65+,0-2
467119,1,1,0,Marketing,High,4,Cat_7,B,False,False,False,35-49,
465042,1,1,1,Artist,Average,4,Cat_6,C,False,False,False,35-49,0-2
460009,1,0,1,Artist,Low,1,Cat_6,B,False,False,False,35-49,
460583,1,0,0,Marketing,Low,6,Cat_3,D,False,False,False,,0-2
467827,0,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,
463795,1,0,0,Doctor,Low,6,Cat_6,B,False,False,False,,0-2
464313,1,1,0,Homemaker,Average,3,Cat_6,D,False,False,False,18-34,0-2
463672,1,0,1,Engineer,Low,3,Cat_6,D,False,False,False,18-34,0-2
462245,0,1,1,Artist,Average,3,Cat_6,C,False,False,False,35-49,0-2
460743,1,1,1,Artist,Average,3,Cat_6,C,False,False,False,50-64,
464656,0,0,0,Healthcare,Low,7,Cat_4,B,False,False,False,18-34,0-2
467656,1,0,1,Healthcare,Low,5,Cat_6,D,False,False,False,18-34,0-2
460978,0,0,1,Healthcare,Low,6,Cat_2,D,False,False,False,18-34,0-2
467089,1,1,0,Artist,Average,3,Cat_6,B,False,False,False,65+,
466091,0,1,1,Artist,Low,4,Cat_4,B,False,False,False,35-49,0-2
464582,0,1,1,Marketing,Low,2,Cat_6,D,False,False,False,50-64,
467004,0,0,0,Artist,Low,2,Cat_2,A,False,False,False,35-49,
458997,1,1,1,Artist,Average,2,Cat_6,B,False,False,False,50-64,0-2
466025,0,0,0,Engineer,Low,1,Cat_3,A,False,False,False,35-49,0-2
464689,0,0,1,Marketing,Low,2,Cat_4,A,False,False,False,18-34,0-2
464507,1,1,1,Artist,High,3,Cat_6,C,False,False,False,50-64,
459204,0,1,1,Engineer,Average,2,Cat_6,B,False,False,False,18-34,
462743,1,0,0,Healthcare,Low,4,Cat_3,D,False,False,False,18-34,0-2
459245,0,1,0,Engineer,Average,4,Cat_6,B,False,False,False,35-49,
463884,0,0,0,Artist,Low,1,Cat_6,D,False,False,False,18-34,0-2
463860,1,1,1,Healthcare,High,3,Cat_6,C,False,False,False,35-49,
459184,1,1,1,Entertainment,Low,4,Cat_4,A,False,False,False,35-49,0-2
459332,0,1,1,Homemaker,Low,2,Cat_6,B,False,False,False,65+,0-2
460201,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,0-2
464989,1,1,0,Entertainment,Average,4,Cat_6,C,False,False,False,35-49,
467782,0,0,1,Entertainment,Low,5,Cat_2,A,False,False,False,18-34,
464923,1,1,0,Executive,High,2,Cat_4,A,False,False,False,35-49,3-5
459364,0,1,1,Marketing,Low,2,Cat_6,B,False,False,False,65+,
462119,1,1,1,Entertainment,Low,2,Cat_6,A,False,False,False,65+,
465132,0,0,1,Artist,Low,1,Cat_6,A,False,False,False,35-49,
466039,0,0,0,Entertainment,Low,2,Cat_4,A,False,False,False,18-34,
463873,1,1,1,Artist,Average,5,Cat_6,C,False,False,False,50-64,0-2
467633,1,1,0,Entertainment,Low,1,Cat_6,A,False,False,False,35-49,
462445,1,0,0,Healthcare,Low,3,Cat_6,D,False,False,False,,
461052,1,0,0,Healthcare,Low,3,Cat_7,D,False,False,False,18-34,0-2
465992,1,1,1,Entertainment,Low,3,Cat_6,A,False,False,False,50-64,0-2
463990,1,1,1,Artist,Average,2,Cat_4,B,False,False,False,50-64,0-2
463128,1,1,1,Lawyer,High,4,Cat_6,A,False,False,False,65+,
463536,1,1,1,Executive,High,2,Cat_6,C,False,False,False,65+,0-2
460775,1,1,1,Artist,Low,2,Cat_6,A,False,False,False,50-64,
464118,1,0,1,Entertainment,Low,2,Cat_6,D,False,False,False,35-49,
459264,0,0,1,Artist,Low,2,Cat_6,C,False,False,False,35-49,
464069,0,1,1,Lawyer,High,2,Cat_6,A,False,False,False,65+,0-2
461185,0,0,0,Healthcare,Low,4,Cat_3,D,False,False,False,18-34,0-2
465564,1,1,0,Artist,Average,4,Cat_3,B,False,False,False,35-49,
462887,0,1,0,Engineer,Low,3,Cat_6,A,False,False,False,35-49,0-2
465977,1,1,1,Artist,Average,2,Cat_6,C,False,False,False,65+,
460286,0,0,1,Artist,Low,1,Cat_6,D,False,False,False,35-49,3-5
466294,1,1,1,Healthcare,Low,5,Cat_4,D,False,False,False,18-34,
466037,0,0,0,Entertainment,Low,1,Cat_4,A,False,False,False,50-64,0-2
466335,0,0,0,Healthcare,Low,3,Cat_4,B,False,False,False,18-34,
465750,1,1,1,Lawyer,Average,2,Cat_6,C,False,False,False,18-34,0-2
461933,1,0,0,Doctor,Low,2,Cat_5,D,False,False,False,,
466681,1,0,0,Healthcare,Low,4,Cat_6,D,False,False,False,18-34,0-2
466605,0,0,0,Healthcare,Low,4,Cat_3,B,False,False,False,18-34,
461332,1,0,0,Healthcare,Low,4,Cat_2,C,False,False,False,18-34,0-2
461610,1,0,1,Doctor,Low,1,Cat_6,B,False,False,False,35-49,
